Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork
no,,1091.0,,2,1,,10960.0,4,female,65.0,3,3,manufacturing_director,2,married,,15813,3,no,18,3.0,2,1,23.0,4,3.0,3,1,2,1968,yes
no,travel_rarely,654.0,,5,3,life_sciences,10990.0,4,female,34.0,2,3,healthcare_representative,4,,,21214,4,no,15,3.0,3,1,,2,3.0,3,1,2,1990,yes
no,,895.0,,15,2,life_sciences,11020.0,1,female,50.0,3,1,laboratory_technician,3,,2207.0,22482,1,no,16,3.0,4,1,4.0,5,2.0,4,2,2,1995,yes
no,,618.0,,3,1,life_sciences,11030.0,1,female,45.0,3,2,healthcare_representative,4,,7756.0,22266,0,no,17,3.0,3,0,,1,2.0,6,0,4,1989,yes
yes,,1017.0,,25,3,medical,11080.0,1,female,55.0,2,1,research_scientist,2,single,,2993,4,yes,20,4.0,2,0,5.0,0,3.0,2,2,2,1990,no
no,,970.0,,7,3,life_sciences,11140.0,4,male,30.0,3,2,sales_executive,2,married,,13401,0,no,17,3.0,3,1,4.0,3,3.0,3,0,2,1990,no
no,,984.0,,1,1,,11310.0,4,male,70.0,2,1,research_scientist,2,single,2070.0,25326,1,yes,11,3.0,3,0,2.0,6,4.0,2,2,2,2002,yes
no,travel_frequently,793.0,,20,3,,11350.0,3,female,67.0,4,1,sales_representative,4,married,2791.0,21981,0,no,12,,1,1,3.0,4,3.0,2,2,2,1992,yes
no,,1003.0,,2,2,,11400.0,4,female,95.0,3,2,manufacturing_director,3,single,,15834,2,no,11,3.0,4,0,,3,,3,0,2,1989,yes
yes,,603.0,,9,4,,11570.0,1,male,77.0,3,2,sales_executive,1,single,8224.0,18385,0,,17,3.0,1,0,6.0,3,3.0,5,0,3,1990,no
yes,,874.0,research_and_development,15,3,medical,11600.0,3,female,72.0,3,1,laboratory_technician,3,,2610.0,6233,1,no,12,3.0,3,1,,5,2.0,2,2,2,1992,yes
no,travel_rarely,367.0,,25,2,,11610.0,3,male,52.0,2,2,healthcare_representative,4,,5731.0,17171,7,no,13,3.0,3,2,9.0,2,3.0,6,1,3,1986,yes
no,travel_rarely,199.0,,6,3,,11620.0,4,female,55.0,2,1,research_scientist,3,married,2539.0,7950,1,no,13,,3,1,4.0,0,3.0,4,2,2,1996,yes
no,travel_frequently,,,4,4,other,11850.0,4,female,,2,1,laboratory_technician,4,married,2376.0,26537,1,,13,3.0,2,1,2.0,2,4.0,2,2,2,1988,yes
no,,1457.0,research_and_development,7,3,medical,11950.0,1,male,83.0,3,1,research_scientist,3,,,20100,4,yes,19,3.0,3,1,,2,,3,0,2,1978,yes
no,,1450.0,,15,2,life_sciences,12170.0,4,female,52.0,3,5,research_director,2,,19081.0,10849,5,,11,3.0,1,1,25.0,2,3.0,4,0,3,1977,yes
no,,116.0,,13,3,other,12340.0,3,male,77.0,2,1,laboratory_technician,2,married,2743.0,7331,1,no,20,4.0,3,1,2.0,2,3.0,2,2,2,1991,yes
no,,791.0,,1,4,medical,12860.0,4,female,44.0,3,1,laboratory_technician,3,single,,6842,0,yes,11,3.0,3,0,,2,2.0,4,0,2,1995,no
no,travel_rarely,735.0,,6,1,life_sciences,12910.0,3,female,66.0,3,1,research_scientist,3,married,,6020,0,yes,14,,4,0,4.0,3,3.0,3,2,2,1988,no
no,travel_rarely,640.0,,1,3,technical_degree,13010.0,4,female,84.0,3,1,research_scientist,1,single,2080.0,4732,2,,11,3.0,2,0,5.0,2,2.0,3,1,2,1995,no
no,,266.0,research_and_development,1,3,medical,13030.0,4,male,40.0,3,1,research_scientist,2,single,2096.0,18830,1,,18,3.0,4,0,,3,2.0,2,2,1,1998,no
no,,848.0,,23,4,life_sciences,13080.0,1,female,88.0,3,1,research_scientist,3,,,26076,1,,12,3.0,4,2,,3,3.0,2,2,2,1965,yes
no,travel_rarely,1138.0,,6,3,technical_degree,13110.0,1,male,48.0,2,2,laboratory_technician,4,married,4627.0,23631,0,no,12,3.0,1,1,10.0,6,3.0,9,6,7,1993,yes
no,,,,46,3,life_sciences,13170.0,46,male,43.0,3,4,research_director,1,married,,22422,4,,11,3.0,2,0,,2,,3,1,2,1973,yes
no,,256.0,,10,2,medical,13290.0,3,female,40.0,1,2,sales_executive,2,single,,22074,1,no,13,3.0,1,0,19.0,4,3.0,19,11,9,1982,yes
yes,,,,1,3,,13310.0,4,male,54.0,3,1,sales_representative,2,,2302.0,8319,1,yes,11,3.0,1,0,,2,4.0,3,2,2,1992,no
yes,,935.0,,3,3,life_sciences,13330.0,1,female,89.0,3,1,laboratory_technician,1,,,14669,4,no,12,,3,0,10.0,4,4.0,3,1,2,1979,yes
no,travel_rarely,882.0,research_and_development,19,1,medical,13580.0,4,female,67.0,3,1,laboratory_technician,4,married,,9075,3,,11,3.0,3,3,,6,2.0,3,1,2,1998,no
no,travel_rarely,329.0,,1,4,life_sciences,13610.0,2,female,88.0,3,1,laboratory_technician,2,,,6762,3,no,22,4.0,3,1,7.0,3,3.0,4,0,3,1983,yes
no,travel_frequently,793.0,,2,1,life_sciences,13710.0,4,female,43.0,1,2,sales_executive,4,single,5071.0,20392,3,no,20,4.0,2,0,,3,3.0,6,0,0,1996,no
yes,,662.0,,18,4,marketing,13800.0,4,male,67.0,3,2,sales_executive,3,married,,23288,0,,18,3.0,3,1,5.0,0,2.0,4,3,2,1988,yes
yes,,,,22,4,,13890.0,4,female,98.0,3,2,manufacturing_director,3,married,,21057,1,,15,3.0,4,2,10.0,3,2.0,10,6,7,1992,yes
no,,1200.0,,22,3,,13920.0,4,male,75.0,3,2,research_scientist,4,,5467.0,13953,3,,14,3.0,1,2,12.0,4,2.0,6,3,3,1982,no
no,,499.0,,2,1,marketing,13960.0,3,female,36.0,3,2,sales_executive,2,married,,20497,0,yes,13,3.0,1,3,4.0,3,2.0,3,1,2,1991,yes
no,,,,10,3,marketing,14030.0,4,male,98.0,2,2,sales_executive,4,married,5769.0,7100,1,yes,11,3.0,4,0,,3,3.0,6,4,4,1996,yes
yes,travel_rarely,,,22,4,life_sciences,14050.0,4,male,51.0,3,1,research_scientist,3,single,2394.0,25681,1,yes,13,,4,0,8.0,2,3.0,8,7,7,1996,yes
no,,1462.0,,11,3,medical,14110.0,1,male,94.0,3,1,laboratory_technician,3,single,3629.0,19106,4,no,18,3.0,1,0,8.0,6,3.0,3,0,2,1986,yes
no,travel_frequently,200.0,,18,2,life_sciences,14120.0,3,female,60.0,3,3,manufacturing_director,4,,9362.0,19944,2,no,11,3.0,3,0,10.0,2,3.0,2,2,2,1988,yes
no,,949.0,,1,3,,14150.0,1,female,81.0,3,1,laboratory_technician,4,,3229.0,4910,4,no,11,3.0,2,1,7.0,2,2.0,3,0,2,1998,yes
no,,,,7,4,marketing,14280.0,4,male,73.0,3,2,sales_executive,1,divorced,,12761,7,no,14,3.0,2,2,,3,3.0,3,0,2,1993,yes
no,,329.0,,16,4,marketing,14360.0,3,male,98.0,2,2,sales_executive,1,,5647.0,13494,4,no,13,3.0,1,2,11.0,3,2.0,3,0,2,1987,no
yes,travel_rarely,383.0,,9,2,,14390.0,1,female,68.0,2,1,sales_representative,1,,4400.0,15182,3,no,12,3.0,1,0,6.0,2,3.0,3,2,2,1998,yes
no,,1255.0,,1,2,life_sciences,14410.0,1,male,90.0,3,1,research_scientist,1,,2066.0,10494,2,,22,4.0,4,1,5.0,3,4.0,3,1,0,1967,yes
no,,,,5,5,medical,14480.0,2,female,90.0,4,1,research_scientist,3,,,5561,2,,12,3.0,1,0,7.0,5,,4,0,3,1982,yes
yes,travel_frequently,523.0,research_and_development,2,3,life_sciences,14640.0,2,female,94.0,3,1,laboratory_technician,4,,,21081,6,,13,3.0,3,1,7.0,2,1.0,2,2,2,1992,yes
no,,1221.0,sales,7,3,marketing,14660.0,3,female,96.0,3,2,sales_executive,1,divorced,5486.0,24795,4,no,11,3.0,1,3,,3,3.0,2,2,2,1975,no
yes,,1107.0,,9,4,,14670.0,1,male,52.0,3,1,human_resources,3,married,,3072,1,no,15,3.0,4,0,2.0,0,3.0,2,2,2,1989,no
no,,981.0,,5,3,life_sciences,14710.0,3,female,90.0,2,1,laboratory_technician,3,single,3162.0,7973,3,,14,3.0,4,0,7.0,5,3.0,5,0,3,1979,no
no,travel_rarely,1495.0,research_and_development,5,4,,14730.0,1,female,96.0,3,2,healthcare_representative,3,married,6651.0,21534,2,no,14,,2,1,20.0,0,2.0,3,1,2,1974,yes
no,,1467.0,,20,3,life_sciences,14750.0,4,female,49.0,3,1,research_scientist,2,,3420.0,21158,1,,13,3.0,3,0,6.0,3,2.0,5,1,3,1979,no
yes,,1496.0,,1,3,,14860.0,1,female,92.0,3,1,sales_representative,3,married,2909.0,15747,3,,15,3.0,4,1,5.0,3,4.0,3,1,2,1995,no
no,travel_frequently,467.0,,7,3,life_sciences,15070.0,3,female,55.0,3,2,sales_executive,1,single,4898.0,11827,0,,14,3.0,4,0,5.0,5,3.0,4,1,3,1995,yes
no,travel_rarely,271.0,,45,2,medical,15090.0,45,male,43.0,2,2,laboratory_technician,1,married,,23070,4,,25,4.0,1,1,10.0,3,3.0,3,1,2,1974,yes
no,travel_frequently,410.0,,2,1,life_sciences,15130.0,4,male,97.0,3,1,laboratory_technician,2,,3180.0,4668,0,no,13,3.0,3,3,,3,3.0,3,0,2,1994,no
no,,495.0,,10,3,,15160.0,3,female,64.0,3,3,manager,4,,11244.0,21072,2,,25,,2,0,10.0,5,4.0,5,0,0,1991,yes
yes,travel_frequently,561.0,,3,3,life_sciences,15370.0,4,male,33.0,3,1,research_scientist,3,,,4156,1,no,12,3.0,1,0,7.0,2,,7,7,7,1992,yes
no,,1142.0,,43,2,life_sciences,15520.0,4,female,72.0,3,2,healthcare_representative,4,divorced,4069.0,8841,3,,18,3.0,3,0,8.0,2,3.0,2,2,2,1983,no
no,,1242.0,,8,4,life_sciences,15600.0,1,female,46.0,3,2,sales_executive,1,,6392.0,10589,2,no,13,3.0,4,1,,6,1.0,2,2,2,1990,no
no,,1288.0,sales,14,4,,15680.0,14,female,33.0,3,3,sales_executive,2,married,,17799,3,,12,3.0,2,1,9.0,3,3.0,4,1,3,1993,yes
yes,travel_rarely,903.0,,2,3,medical,15730.0,3,female,81.0,3,2,manufacturing_director,2,married,4855.0,7653,4,,11,3.0,1,2,,2,3.0,5,1,4,1985,no
no,travel_rarely,1108.0,research_and_development,15,4,,15760.0,3,male,65.0,3,1,research_scientist,1,married,,16530,8,,12,3.0,4,1,,3,2.0,8,7,6,1975,yes
no,,1351.0,research_and_development,1,4,,15800.0,2,female,45.0,3,2,research_scientist,4,,,13008,9,no,17,3.0,2,1,,3,2.0,2,2,1,1989,yes
no,travel_rarely,437.0,,16,3,life_sciences,15830.0,2,male,90.0,3,2,sales_executive,2,single,,16379,2,no,12,3.0,2,0,8.0,5,4.0,3,1,2,1985,no
no,travel_rarely,,,10,4,,15870.0,1,male,51.0,3,2,healthcare_representative,3,single,,4223,3,yes,16,3.0,3,0,,4,3.0,5,0,4,1988,yes
no,,977.0,,10,3,,15920.0,4,female,45.0,4,1,research_scientist,3,married,,12826,2,no,16,3.0,4,1,4.0,2,3.0,2,2,2,2000,yes
no,,1302.0,,6,4,,15940.0,1,female,80.0,4,2,laboratory_technician,1,,,19711,3,yes,13,3.0,4,1,9.0,3,3.0,3,0,2,1987,no
no,travel_frequently,653.0,,36,4,,15970.0,36,female,92.0,2,2,healthcare_representative,3,,,15332,1,no,14,3.0,2,1,8.0,3,2.0,8,7,7,1989,no
no,,634.0,,5,4,,16070.0,2,male,35.0,4,1,research_scientist,4,married,3312.0,18783,3,no,17,3.0,4,2,6.0,3,3.0,3,0,2,1991,yes
no,,546.0,,19,1,medical,16230.0,3,female,97.0,3,1,research_scientist,4,single,3117.0,26009,1,no,18,3.0,3,0,,2,,2,2,2,2002,no
no,,448.0,,16,3,,16410.0,3,male,84.0,3,3,manufacturing_director,4,,,19948,6,,15,,4,0,18.0,2,2.0,4,3,3,1983,yes
no,travel_frequently,365.0,,4,5,,16440.0,3,female,89.0,2,4,manager,4,,15202.0,5602,2,no,25,4.0,2,1,,3,3.0,2,2,2,1975,yes
yes,,763.0,,10,2,medical,16450.0,1,female,59.0,1,2,sales_executive,4,,,22098,6,yes,14,3.0,4,2,,2,2.0,2,2,2,1988,no
no,travel_rarely,486.0,research_and_development,8,3,medical,16470.0,2,male,86.0,4,1,research_scientist,3,,,22490,7,,17,3.0,1,0,5.0,0,3.0,3,0,2,1996,no
no,,591.0,,2,3,medical,16480.0,4,female,87.0,3,1,research_scientist,4,single,2580.0,6297,2,no,13,3.0,3,0,,0,2.0,4,1,2,1996,yes
no,,711.0,,5,4,life_sciences,16510.0,2,male,42.0,3,3,healthcare_representative,1,married,,22792,4,no,12,,3,2,9.0,6,3.0,3,0,2,1987,yes
no,travel_rarely,301.0,,22,4,other,16550.0,1,male,72.0,3,4,research_director,2,married,,3498,3,,16,3.0,2,2,27.0,2,3.0,4,1,2,1974,yes
no,travel_rarely,1141.0,,13,3,medical,16570.0,3,male,31.0,3,1,sales_representative,3,single,,13251,1,,19,3.0,1,0,2.0,3,3.0,2,2,2,2003,yes
no,non_travel,894.0,research_and_development,1,4,,16620.0,4,male,33.0,2,2,manufacturing_director,3,,4374.0,15411,0,,15,3.0,3,0,4.0,6,3.0,3,1,2,1987,yes
no,travel_rarely,392.0,,2,4,,16700.0,4,female,93.0,3,2,sales_executive,4,,5505.0,3921,1,,14,3.0,3,2,6.0,5,3.0,6,0,4,1990,yes
no,,,,16,3,medical,16740.0,4,male,74.0,3,1,laboratory_technician,1,divorced,2587.0,24941,4,,16,3.0,2,1,17.0,2,2.0,2,2,2,1974,yes
no,travel_rarely,1351.0,,26,4,,16820.0,1,female,80.0,3,2,healthcare_representative,3,married,,7419,6,no,14,3.0,2,2,10.0,2,2.0,3,0,2,1987,no
no,travel_rarely,528.0,human_resources,1,3,,16830.0,3,male,44.0,3,1,human_resources,4,,,4167,4,yes,18,3.0,1,3,8.0,2,3.0,2,2,2,1979,no
no,,1441.0,,12,3,technical_degree,16940.0,12,female,94.0,2,1,research_scientist,2,divorced,,23737,5,no,12,,4,1,8.0,1,3.0,4,1,2,1968,yes
yes,,427.0,,7,3,life_sciences,17020.0,3,female,99.0,3,1,sales_representative,4,divorced,,25103,1,yes,21,4.0,2,1,3.0,2,3.0,3,0,2,2000,no
no,,741.0,,2,4,life_sciences,17210.0,2,female,69.0,3,1,laboratory_technician,3,married,3477.0,18103,1,,14,3.0,4,1,6.0,2,4.0,5,0,3,1992,no
no,non_travel,552.0,human_resources,4,3,human_resources,17220.0,3,female,60.0,1,2,human_resources,2,married,,20794,6,no,19,,2,1,,4,3.0,3,1,2,1982,no
yes,,1456.0,,13,5,marketing,17330.0,2,female,96.0,2,2,sales_executive,1,,,8658,5,yes,13,3.0,2,3,16.0,3,3.0,2,2,2,1987,yes
no,,160.0,,4,1,,17350.0,3,male,51.0,3,1,laboratory_technician,2,single,,12862,1,no,13,3.0,3,0,3.0,3,1.0,3,1,2,2000,no
no,,897.0,,35,3,medical,17460.0,35,female,59.0,3,1,human_resources,4,married,,2097,0,no,14,3.0,4,1,3.0,2,3.0,2,2,1,1999,no
no,,1054.0,,48,3,,17510.0,48,male,67.0,3,1,research_scientist,4,,3445.0,6152,1,,11,3.0,3,0,6.0,5,2.0,6,1,4,1996,no
no,,461.0,,1,3,,17530.0,4,female,70.0,4,2,healthcare_representative,3,,6294.0,23060,8,yes,12,3.0,4,0,10.0,5,4.0,3,0,2,1994,no
no,travel_rarely,589.0,sales,9,2,marketing,17870.0,2,female,46.0,2,2,sales_executive,2,,,8800,1,no,14,3.0,1,2,,2,3.0,5,0,3,1986,no
no,,849.0,,26,2,life_sciences,18010.0,2,female,98.0,2,2,sales_executive,2,,,25166,8,,15,3.0,3,0,6.0,3,3.0,2,2,2,1977,no
no,non_travel,343.0,research_and_development,9,3,,18130.0,1,female,52.0,3,1,research_scientist,3,,,24978,4,no,13,3.0,3,0,,2,2.0,3,1,2,1980,yes
no,travel_rarely,,,35,3,,18140.0,35,female,85.0,4,2,healthcare_representative,2,single,,15530,3,,12,3.0,1,0,,3,1.0,3,1,2,1982,no
no,,1125.0,,7,4,,18330.0,1,male,,3,3,sales_executive,1,,,8277,2,no,14,3.0,4,2,9.0,3,3.0,3,2,2,1992,no
no,travel_rarely,1217.0,,1,3,medical,18340.0,3,male,67.0,3,1,research_scientist,1,,3591.0,12719,1,no,25,4.0,3,1,,3,3.0,3,1,2,1995,no
no,,723.0,sales,2,4,,18350.0,2,male,77.0,1,2,sales_representative,4,,5405.0,4244,2,yes,20,4.0,1,2,20.0,4,2.0,4,0,3,1985,yes
no,travel_frequently,1216.0,research_and_development,15,4,life_sciences,18370.0,1,female,87.0,3,4,research_director,3,married,,21624,2,,14,3.0,2,0,23.0,3,3.0,2,2,2,1965,yes
yes,travel_rarely,350.0,,13,3,,18440.0,1,female,56.0,2,1,human_resources,1,divorced,,3157,4,,15,3.0,4,3,,3,3.0,2,2,0,1994,no
no,travel_rarely,207.0,,9,4,life_sciences,18560.0,2,male,64.0,3,1,laboratory_technician,3,single,2105.0,5411,4,,12,3.0,3,0,,2,3.0,2,2,0,1976,no
no,,280.0,,1,2,life_sciences,18580.0,3,female,43.0,3,1,human_resources,4,,,10494,1,,15,3.0,2,1,3.0,2,3.0,3,2,2,1995,yes
no,travel_rarely,836.0,,2,4,,18730.0,2,female,98.0,2,1,research_scientist,4,,2662.0,7975,8,,20,4.0,2,1,,2,4.0,5,0,4,1968,no
no,,592.0,,7,3,life_sciences,18830.0,4,female,59.0,3,1,laboratory_technician,1,single,2062.0,19384,3,,14,3.0,2,0,,2,3.0,3,1,2,1994,yes
no,,219.0,,16,2,other,18860.0,16,male,44.0,2,2,manufacturing_director,2,married,,25388,0,,11,3.0,4,0,4.0,2,3.0,3,0,2,1988,no
yes,non_travel,967.0,,16,4,technical_degree,19050.0,4,female,85.0,1,1,research_scientist,1,,,14460,1,,23,4.0,2,1,,2,3.0,5,3,0,1989,yes
yes,travel_rarely,,,24,2,,19070.0,1,female,,3,1,laboratory_technician,4,single,2587.0,10261,1,no,16,3.0,4,0,5.0,3,3.0,4,1,0,1967,yes
no,,335.0,,17,2,marketing,19080.0,3,female,33.0,2,2,sales_executive,2,,5507.0,16822,2,,16,3.0,3,2,,1,1.0,4,1,3,1987,yes
no,travel_frequently,,,1,4,medical,19220.0,2,female,44.0,3,2,healthcare_representative,3,single,5399.0,14511,4,no,12,3.0,3,0,12.0,3,3.0,4,0,3,1978,yes
no,,1251.0,,21,4,,19290.0,1,male,32.0,1,2,sales_executive,3,,,3987,6,,19,,3,1,10.0,1,3.0,3,1,2,1984,no
no,,976.0,,3,2,,19480.0,3,female,48.0,3,1,research_scientist,1,divorced,,3995,1,,13,,4,1,4.0,3,,4,2,3,1992,yes
no,travel_frequently,1444.0,human_resources,1,4,other,19720.0,4,female,,3,1,human_resources,2,,,5224,0,yes,11,3.0,2,1,,2,3.0,6,1,2,1985,no
no,,,,10,3,,19800.0,3,male,77.0,3,2,manufacturing_director,1,single,4440.0,25198,6,yes,19,,4,0,9.0,3,3.0,5,1,4,1969,no
no,,571.0,,12,2,,19820.0,4,female,78.0,3,1,laboratory_technician,4,single,,13672,1,no,13,3.0,3,0,,6,4.0,5,1,4,2000,yes
no,,977.0,,2,1,other,19920.0,4,female,57.0,3,1,laboratory_technician,3,,,7298,6,,19,3.0,3,1,,2,2.0,2,0,2,1998,yes
no,,1154.0,,2,2,life_sciences,19960.0,1,female,54.0,3,1,sales_representative,3,,,6393,0,no,19,3.0,3,1,,1,3.0,2,1,2,1992,yes
no,travel_rarely,1490.0,,11,4,medical,20030.0,4,female,43.0,3,1,laboratory_technician,3,married,2660.0,20232,7,yes,11,3.0,3,1,,3,3.0,2,2,2,1988,yes
no,,581.0,research_and_development,1,2,,20070.0,4,female,63.0,3,1,research_scientist,3,,3375.0,17624,0,no,12,,4,0,,2,4.0,3,1,2,2001,yes
no,travel_rarely,267.0,,29,4,,20100.0,3,male,49.0,2,1,laboratory_technician,2,single,,15919,1,,13,3.0,3,0,6.0,3,3.0,6,4,1,1991,no
yes,travel_rarely,1092.0,,38,4,,20270.0,38,female,36.0,3,1,research_scientist,4,married,4787.0,26124,9,,14,3.0,2,3,4.0,3,4.0,2,2,2,1994,yes
no,travel_rarely,529.0,,2,3,technical_degree,20380.0,4,female,78.0,3,1,research_scientist,1,,,11288,1,no,14,3.0,4,0,,4,3.0,4,1,2,1991,yes
no,travel_rarely,1322.0,,2,4,,20480.0,3,female,52.0,2,1,research_scientist,3,,2809.0,2725,2,no,14,3.0,4,0,8.0,2,3.0,2,2,2,1983,yes
yes,travel_rarely,410.0,sales,40,3,marketing,20550.0,4,female,39.0,2,3,sales_executive,1,,10854.0,16586,4,,13,3.0,2,1,20.0,3,3.0,3,2,0,1973,yes
no,,1167.0,,5,3,other,20600.0,4,male,30.0,2,1,sales_representative,3,single,,21378,0,no,18,3.0,4,0,,2,3.0,4,0,0,1997,yes
no,travel_frequently,884.0,,23,2,medical,20610.0,3,female,41.0,4,2,laboratory_technician,4,,2571.0,12290,4,no,17,3.0,3,1,17.0,3,3.0,5,0,3,1987,no
no,travel_rarely,155.0,,4,3,life_sciences,20640.0,2,female,87.0,4,2,manufacturing_director,2,,6142.0,5174,1,yes,20,4.0,2,1,6.0,0,3.0,6,0,3,1996,no
no,,924.0,,2,3,medical,390.0,3,female,78.0,3,1,laboratory_technician,4,,2496.0,6670,4,no,11,3.0,4,0,7.0,3,3.0,1,0,0,1990,no
no,,852.0,,5,4,life_sciences,510.0,2,male,82.0,2,1,research_scientist,1,married,3419.0,13072,9,yes,14,3.0,4,1,,3,4.0,1,0,0,1987,yes
no,,1082.0,research_and_development,1,4,medical,950.0,3,female,87.0,3,1,research_scientist,2,single,2501.0,18775,1,no,17,3.0,2,0,1.0,4,3.0,1,1,0,1992,yes
no,travel_rarely,,research_and_development,2,1,technical_degree,1690.0,3,female,100.0,3,1,laboratory_technician,4,,,19299,0,,14,3.0,3,1,3.0,2,3.0,2,2,1,2001,yes
no,,1450.0,,3,3,,2240.0,3,female,79.0,2,1,research_scientist,3,divorced,2566.0,25326,1,,15,3.0,4,1,1.0,2,2.0,1,0,1,1996,yes
no,travel_rarely,134.0,,2,3,life_sciences,2420.0,3,female,90.0,3,1,research_scientist,4,,,10515,0,no,14,3.0,1,0,4.0,2,,3,0,2,1990,yes
no,travel_frequently,635.0,,18,1,,2860.0,2,male,73.0,3,1,laboratory_technician,4,single,,7703,1,,13,3.0,1,0,8.0,2,3.0,8,1,7,1987,yes
no,,1017.0,,18,2,medical,3400.0,18,male,83.0,2,1,research_scientist,1,,3920.0,18697,2,,14,,1,1,,2,2.0,3,0,2,1986,yes
no,,1091.0,,45,2,technical_degree,4310.0,45,male,90.0,2,4,healthcare_representative,3,,13964.0,17810,7,yes,12,3.0,4,0,,2,3.0,7,0,7,1974,yes
no,,755.0,,9,4,,4960.0,3,female,97.0,2,2,healthcare_representative,2,single,6540.0,19394,9,,19,3.0,3,0,,5,3.0,1,0,0,1988,yes
no,,253.0,,11,3,medical,5110.0,1,male,43.0,3,1,research_scientist,2,married,2244.0,24440,1,no,13,3.0,4,1,2.0,1,3.0,2,1,2,2001,no
no,,922.0,,1,5,,6120.0,1,male,95.0,4,4,research_director,3,,16184.0,22578,4,no,19,3.0,3,1,10.0,2,3.0,6,0,5,1990,no
yes,,1365.0,sales,13,4,medical,6500.0,2,female,46.0,3,2,sales_executive,1,divorced,4233.0,11512,2,no,17,3.0,3,0,,2,1.0,3,1,2,1992,no
yes,,306.0,,26,4,,6840.0,1,male,100.0,3,2,sales_executive,1,,,5630,2,,14,3.0,4,2,5.0,4,3.0,1,0,0,1978,yes
no,,970.0,,7,3,,7300.0,3,female,59.0,4,4,research_director,3,married,14814.0,13514,3,no,19,3.0,3,0,32.0,3,3.0,5,1,3,1970,yes
no,travel_rarely,970.0,,8,2,,7570.0,2,male,96.0,3,2,healthcare_representative,3,,,7360,3,no,11,3.0,4,0,10.0,2,3.0,5,4,3,1989,yes
no,travel_rarely,1169.0,,8,2,medical,8690.0,2,female,63.0,2,1,human_resources,4,divorced,,23965,1,,13,3.0,4,1,6.0,6,3.0,5,0,4,1995,yes
no,travel_frequently,1271.0,research_and_development,2,1,,8750.0,2,female,35.0,3,1,research_scientist,4,single,,9068,5,,14,3.0,4,0,8.0,2,3.0,2,2,2,1981,yes
no,,1469.0,,9,4,,9640.0,4,female,,3,1,research_scientist,2,,3617.0,25063,8,yes,14,,4,1,3.0,2,,1,0,0,1983,yes
yes,,625.0,,1,4,life_sciences,9700.0,1,female,46.0,2,3,sales_executive,3,married,,14922,5,,11,3.0,3,0,,2,1.0,14,11,7,1986,yes
no,,1391.0,research_and_development,10,1,,10060.0,3,female,66.0,3,1,research_scientist,3,married,2684.0,12127,0,,17,3.0,2,1,3.0,0,2.0,2,0,2,1985,no
no,travel_rarely,1333.0,,10,4,life_sciences,10550.0,3,male,87.0,3,1,sales_representative,3,married,,18410,1,yes,19,3.0,4,1,1.0,2,3.0,1,0,0,1989,no
no,travel_rarely,1464.0,,12,4,medical,10610.0,12,female,62.0,3,5,research_director,3,married,19237.0,12853,2,,11,3.0,4,1,29.0,2,2.0,8,7,7,1973,no
yes,,1330.0,,21,3,,11070.0,1,female,37.0,3,1,laboratory_technician,3,,2377.0,19373,1,no,20,,3,1,1.0,0,2.0,1,0,0,1997,no
no,,902.0,,29,2,medical,11800.0,29,male,92.0,2,2,research_scientist,4,married,4422.0,21203,3,yes,13,3.0,4,1,16.0,3,1.0,1,0,0,1983,yes
no,travel_rarely,645.0,,47,2,,11930.0,3,female,54.0,3,1,research_scientist,1,single,2552.0,7172,1,no,25,,3,0,1.0,4,3.0,1,0,0,2004,no
no,travel_rarely,654.0,,21,3,marketing,12260.0,3,female,43.0,4,1,sales_representative,4,single,2678.0,5050,1,,17,3.0,4,0,2.0,2,3.0,2,2,2,2003,yes
no,,326.0,,3,3,,12540.0,3,male,48.0,2,2,sales_executive,4,single,5171.0,16490,5,no,17,3.0,4,0,13.0,2,3.0,6,0,5,1964,no
no,travel_rarely,634.0,research_and_development,17,4,medical,13210.0,2,male,95.0,3,3,manager,1,,11916.0,25927,1,yes,23,4.0,4,2,,2,3.0,9,0,8,1993,no
no,travel_rarely,1448.0,,29,3,,14650.0,2,female,55.0,3,3,manufacturing_director,4,married,9380.0,14720,4,yes,18,,4,2,,4,4.0,3,1,2,1978,yes
no,,1358.0,,42,1,life_sciences,14790.0,4,female,96.0,3,2,sales_executive,3,,,2939,8,,15,,3,2,4.0,2,2.0,2,2,2,1993,no
no,,,research_and_development,24,2,technical_degree,15510.0,3,female,57.0,2,1,laboratory_technician,1,,,10036,0,,14,,2,3,,3,3.0,1,0,0,1999,no
no,,824.0,,5,2,life_sciences,15550.0,4,male,67.0,2,2,research_scientist,2,married,5878.0,15624,3,no,12,3.0,1,1,12.0,2,3.0,7,2,5,1991,yes
yes,travel_rarely,329.0,,24,3,medical,16040.0,3,female,51.0,3,1,laboratory_technician,2,married,,7324,1,,17,3.0,3,3,,3,3.0,1,0,0,1995,no
